"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"403","00:02:32.380","00:02:53.900","Outsource job India","understand","Intermediary","Results Presentation + Search Assistance","B:SERP without modification + Asking about usefulness",8,"I have like four ways outsourcing damages industry I have how outsourcing jobs affects the US economy I have some questions and answers about outsourcing and unemployment, would that fit any of your profile?","5"
"404","00:03:05.620","00:03:21.880","Outsource job India","understand","Seeker","Navigation","A:Access source",9,"Uhm maybe uhm can you go into the result about uhm the result that mentions how uhm outsourcing damages the industry and see if there is anything more specific","5"
"405","00:03:43.760","00:04:15.020","Outsource job India","understand","Intermediary","Results Presentation + Search Assistance","B:SERP without modification + Asking about usefulness",10,"So I have this link for four ways outsourcing damages industry, also I have other links to negative effects outsourcing has on organisations uhm the true impact of outsourcing, how does outsourcing affect our economy... so are you looking for the negative effect facts in general... like the impact","5"
"406","00:04:16.860","00:04:28.220","Outsource job India","understand","Seeker","Information Request","A:Intent clarification",11,"Oh I'm I'm looking to find out uhm what what jobs are being outsourced from the US specifically to India","5"
"407","00:04:29.280","00:04:38.800","Outsource job India","understand","Intermediary","Information Request","B:Query refinement offer",12,"OK that's a different case so, you're looking for the number of... jobs being outsourced to India?","5"
"408","00:04:38.940","00:04:40.860","Outsource job India","understand","Seeker","Information Request","A:Intent clarification",13,"Uhm the kind of jobs","5"
"409","00:04:51.920","00:05:05.540","Outsource job India","understand","Intermediary","Results Presentation","B:SERP without modification",14,"So we have five jobs being outsourced, we have ten popular jobs to outsource, jobs job outsourcing to India benefits, what to outsource to India","5"
"410","00:05:06.820","00:05:09.480","Outsource job India","understand","Seeker","Discourse Management","A:Asks to repeat first search result",15,"Uhm could you repeat the first one again?","5"
"411","00:05:09.680","00:05:12.720","Outsource job India","understand","Intermediary","Discourse Management","B:Repeats",16,"Five jobs being outsourced","5"
"412","00:05:14.340","00:05:19.520","Outsource job India","understand","Seeker","Navigation","A:Access source",17,"OK can you take a look at that and let me know what it says?","5"
"413","00:05:36.540","00:06:02.140","Outsource job India","understand","Intermediary","Results Presentation","B:Scanning document without modification",18,"So it says it lists five jobs that being outsourced to India like nursing, call centres, research and development, manufacturing... uhm business process outsourcing so these are the five that they are mentioning","5"
"414","00:06:04.920","00:06:07.920","Outsource job India","understand","Seeker","Discourse Management","A:Asks to repeat",19,"And the last one was business process?","5"
"415","00:06:08.100","00:06:09.980","Outsource job India","understand","Intermediary","Discourse Management","B:Repeats",20,"Business process outsourcing","5"
"416","00:06:20.760","00:06:28.340","Outsource job India","understand","Seeker","Discourse Management","A:Asks to repeat",21,"So you have nursing, call centres, RND, manufacturing, and business process outsourcing?","5"
"417","00:06:28.460","00:06:28.960","Outsource job India","understand","Intermediary","Discourse Management","B:Confirms",22,"Yeah","5"
"418","00:06:29.600","00:06:42.820","Outsource job India","understand","Seeker","Information Request","A:Information request within document",23,"Uhm and is this list specific uhm specific to the US or uhm is is just in general what kind of jobs are being sent to India?","5"
"419","00:06:52.540","00:07:19.120","Outsource job India","understand","Intermediary","Results Presentation + Results Presentation","B:Within-Document search result + SERP without modification",24,"Well it specifically says that it is from the US but not specifically for India, so the title was five jobs being outsourced [long pause] so we still have the link what to outsource to India","5"
"420","00:07:21.420","00:07:25.460","Outsource job India","understand","Seeker","Navigation","A:Access source",25,"OK uhm... let's take a look at that","5"
"421","00:07:55.520","00:08:25.920","Outsource job India","understand","Intermediary","Results Presentation","B:Scanning document without modification",26,"OK, so it's specifically for India and it's like uhm a source an outsourcing provider called outsource two India and it's specifies some uhm services that can be outsourced to India like call centres, data entry services, transcription services, engineering services, healthcare, finance, software development, photo editing, and web analytics","5"
"422","00:08:31.520","00:08:51.880","Outsource job India","understand","Seeker","Search Progression + Information Request","A:Performance feedback + Info about document",27,"OK uhm [long pause] that's pretty good uhm do you know uhm do you know where the uhm website was written, is it written by an American person or","5"
"423","00:09:01.200","00:09:12.440","Outsource job India","understand","Intermediary","Results Presentation","B:Source information",28,"The the website itself is the one who's uhm providing the service which is called outsource to India dot com","5"
"424","00:09:32.560","00:09:42.200","Outsource job India","understand","Seeker","Information Request","A:Intent clarification",29,"Because the thing I wanna know is what kind of jobs that used to be done in the US are now being sent over to India","5"
"425","00:09:44.160","00:09:56.560","Outsource job India","understand","Intermediary","Information Request","B:Query refinement offer",30,"So you would like to know what type of jobs... has transferred to being outsourced","5"
"426","00:10:02.840","00:10:05.320","Outsource job India","understand","Seeker","Information Request","A:Intent clarification",31,"Yes from uhm from the US to India","5"
"427","00:10:16.200","00:10:22.200","What language do they speak in New Caledonia?","remember","Seeker","Information Request","A:Initial information request",1,"Can you search for language plus New Caledonia","5"
"428","00:10:22.780","00:10:23.480","What language do they speak in New Caledonia?","remember","Intermediary","Discourse Management","B:Asks to repeat",2,"New","5"
"429","00:10:23.920","00:10:26.260","What language do they speak in New Caledonia?","remember","Seeker","Information Request","A:Query embellishment",3,"New Caledonia the country","5"
"430","00:10:35.230","00:10:40.770","What language do they speak in New Caledonia?","remember","Intermediary","Information Request + Results Presentation","B:Query rephrase + SERP Card",4,"So I you want to know the official language of Caledonia... It's French","5"
"431","00:10:44.090","00:10:48.540","What language do they speak in New Caledonia?","remember","Seeker","Information Request","A:Information request",5,"Is that are there any other spoken languages that are not official?","5"
"432","00:10:53.520","00:10:55.980","What language do they speak in New Caledonia?","remember","Intermediary","Results Presentation","B:SERP without modification",6,"So we have a link to Wikipedia","5"
"433","00:10:57.590","00:10:58.140","What language do they speak in New Caledonia?","remember","Seeker","Discourse Management","A:Confirms",7,"OK","5"
"434","00:10:59.930","00:11:19.880","What language do they speak in New Caledonia?","remember","Intermediary","Results Presentation + Information Request","B:Scanning document without modification + Enquiry for further information",8,"I'll follow that [long pause] so it says they have native languages they have French language and they have languages from immigrant populations so would you like to know more","5"
"435","00:11:24.730","00:11:29.170","What language do they speak in New Caledonia?","remember","Seeker","Discourse Management","A:Asks to repeat",9,"So native languages... French and","5"
"436","00:11:30.700","00:11:32.970","What language do they speak in New Caledonia?","remember","Intermediary","Discourse Management","B:Repeats",10,"Some other languages from immigrants","5"
"437","00:11:36.750","00:11:42.880","What language do they speak in New Caledonia?","remember","Seeker","Information Request","A:Information request within document",11,"Does it have uhm how how much of the population speaks French?","5"
"438","00:12:10.240","00:12:12.040","What language do they speak in New Caledonia?","remember","Intermediary","Results Presentation","B:Within-Document search result",12,"So it says whites or Europeans from New Caledonia speak French","5"
