Start.time,Stop.time,Query,Query.complexity,Role,Action,Transcript,Query.counter,File.name
04:57.5,05:01.5,Marine Vegetation,understand,A_User,A:Initial information request,Health benefits of marine vegetation,1,5 - 10 June - 9.30am - Synchronized Clip.txt
05:11.1,05:12.1,Marine Vegetation,understand,B_Receiver,B:Confirms,Uhm yeah,2,5 - 10 June - 9.30am - Synchronized Clip.txt
05:12.5,05:15.4,Marine Vegetation,understand,A_User,A:Results?,What kind of results come up?,3,5 - 10 June - 9.30am - Synchronized Clip.txt
05:15.5,05:27.8,Marine Vegetation,understand,B_Receiver,B:SERP with modification,It just says a lot of comparing and uhm like there are some articles that start to talk about like uhm sort of plants and stuff,4,5 - 10 June - 9.30am - Synchronized Clip.txt
05:29.2,05:38.6,Marine Vegetation,understand,A_User,A:Information request within SERP,Uhm do some articles mention the use of marine vegetation as a drug like in medicine,5,5 - 10 June - 9.30am - Synchronized Clip.txt
05:41.4,05:45.1,Marine Vegetation,understand,B_Receiver,B:Within SERP search result,They yeah they use it particularly for health benefits,6,5 - 10 June - 9.30am - Synchronized Clip.txt
05:45.3,05:45.6,Marine Vegetation,understand,A_User,A:Confirms,OK,7,5 - 10 June - 9.30am - Synchronized Clip.txt
05:45.9,05:46.2,Marine Vegetation,understand,B_Receiver,B:Confirms,Yeah,8,5 - 10 June - 9.30am - Synchronized Clip.txt
05:49.1,05:56.2,Marine Vegetation,understand,A_User,A:Information request within SERP,Do they state the positive uses of uhm marine vegetation?,9,5 - 10 June - 9.30am - Synchronized Clip.txt
06:08.8,06:10.7,Marine Vegetation,understand,B_Receiver,B:Within SERP search result,Uhm yeah they do,10,5 - 10 June - 9.30am - Synchronized Clip.txt
00:07.1,00:13.5,Outsource job India,understand,A_User,A:Initial information request,Search for... US unemployment plus outsourcing,1,6 - 10 June - 2.30pm - Synchronized Clip.txt
01:00.8,01:13.1,Outsource job India,understand,B_Receiver,B:Query refinement offer,So you would like to ask about the US unemployment rate or range or number or,2,6 - 10 June - 2.30pm - Synchronized Clip.txt
01:14.5,01:30.3,Outsource job India,understand,A_User,A:Intent clarification,Uhm... well uhm not the rate or anything like that uhm it's just the concept of unemployment unemployed people,3,6 - 10 June - 2.30pm - Synchronized Clip.txt
01:30.5,01:32.4,Outsource job India,understand,B_Receiver,B:Definition clarification,And what is outsourcing?,4,6 - 10 June - 2.30pm - Synchronized Clip.txt
01:33.0,01:57.0,Outsource job India,understand,A_User,A:Definition explanation,Outsourcing is where... uhm you're sending jobs offshore or... uhm you're subcontracting jobs out to like a third party instead of hiring employees... to send out,5,6 - 10 June - 2.30pm - Synchronized Clip.txt
01:57.2,02:06.6,Outsource job India,understand,B_Receiver,B:Query refinement offer,You like to find the relation between unemployment and outsourcing like causality effect,6,6 - 10 June - 2.30pm - Synchronized Clip.txt
02:07.5,02:29.4,Outsource job India,understand,A_User,A:Intent clarification + Information request within SERP,Uhm not necessarily as strong as a causa uhm a causality but... can you search uhm is there anything in your search results that indicate uhm some content about outsourcing jobs specifically to India,7,6 - 10 June - 2.30pm - Synchronized Clip.txt
02:32.4,02:53.9,Outsource job India,understand,B_Receiver,B:SERP without modification + Asking about usefulness,"I have like four ways outsourcing damages industry I have how outsourcing jobs affects the US economy I have some questions and answers about outsourcing and unemployment, would that fit any of your profile?",8,6 - 10 June - 2.30pm - Synchronized Clip.txt
03:05.6,03:21.9,Outsource job India,understand,A_User,A:Access source,Uhm maybe uhm can you go into the result about uhm the result that mentions how uhm outsourcing damages the industry and see if there is anything more specific,9,6 - 10 June - 2.30pm - Synchronized Clip.txt
03:43.8,04:15.0,Outsource job India,understand,B_Receiver,B:SERP without modification + Asking about usefulness,"So I have this link for four ways outsourcing damages industry, also I have other links to negative effects outsourcing has on organisations uhm the true impact of outsourcing, how does outsourcing affect our economy... so are you looking for the negative effect facts in general... like the impact",10,6 - 10 June - 2.30pm - Synchronized Clip.txt
04:16.9,04:28.2,Outsource job India,understand,A_User,A:Intent clarification,Oh I'm I'm looking to find out uhm what what jobs are being outsourced from the US specifically to India,11,6 - 10 June - 2.30pm - Synchronized Clip.txt
04:29.3,04:38.8,Outsource job India,understand,B_Receiver,B:Query refinement offer,"OK that's a different case so, you're looking for the number of... jobs being outsourced to India?",12,6 - 10 June - 2.30pm - Synchronized Clip.txt
04:38.9,04:40.9,Outsource job India,understand,A_User,A:Intent clarification,Uhm the kind of jobs,13,6 - 10 June - 2.30pm - Synchronized Clip.txt
04:51.9,05:05.5,Outsource job India,understand,B_Receiver,B:SERP without modification,"So we have five jobs being outsourced, we have ten popular jobs to outsource, jobs job outsourcing to India benefits, what to outsource to India",14,6 - 10 June - 2.30pm - Synchronized Clip.txt
05:06.8,05:09.5,Outsource job India,understand,A_User,A:Asks to repeat first search result,Uhm could you repeat the first one again?,15,6 - 10 June - 2.30pm - Synchronized Clip.txt
05:09.7,05:12.7,Outsource job India,understand,B_Receiver,B:Repeats,Five jobs being outsourced,16,6 - 10 June - 2.30pm - Synchronized Clip.txt
05:14.3,05:19.5,Outsource job India,understand,A_User,A:Access source,OK can you take a look at that and let me know what it says?,17,6 - 10 June - 2.30pm - Synchronized Clip.txt
05:36.5,06:02.1,Outsource job India,understand,B_Receiver,B:Scanning document without modification,"So it says it lists five jobs that being outsourced to India like nursing, call centres, research and development, manufacturing... uhm business process outsourcing so these are the five that they are mentioning",18,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:04.9,06:07.9,Outsource job India,understand,A_User,A:Asks to repeat,And the last one was business process?,19,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:08.1,06:10.0,Outsource job India,understand,B_Receiver,B:Repeats,Business process outsourcing,20,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:20.8,06:28.3,Outsource job India,understand,A_User,A:Asks to repeat,"So you have nursing, call centres, RND, manufacturing, and business process outsourcing?",21,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:28.5,06:29.0,Outsource job India,understand,B_Receiver,B:Confirms,Yeah,22,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:29.6,06:42.8,Outsource job India,understand,A_User,A:Information request within document,Uhm and is this list specific uhm specific to the US or uhm is is just in general what kind of jobs are being sent to India?,23,6 - 10 June - 2.30pm - Synchronized Clip.txt
06:52.5,07:19.1,Outsource job India,understand,B_Receiver,B:Within-Document search result + SERP without modification,"Well it specifically says that it is from the US but not specifically for India, so the title was five jobs being outsourced [long pause] so we still have the link what to outsource to India",24,6 - 10 June - 2.30pm - Synchronized Clip.txt
07:21.4,07:25.5,Outsource job India,understand,A_User,A:Access source,OK uhm... let's take a look at that,25,6 - 10 June - 2.30pm - Synchronized Clip.txt
07:55.5,08:25.9,Outsource job India,understand,B_Receiver,B:Scanning document without modification,"OK, so it's specifically for India and it's like uhm a source an outsourcing provider called outsource two India and it's specifies some uhm services that can be outsourced to India like call centres, data entry services, transcription services, engineering services, healthcare, finance, software development, photo editing, and web analytics",26,6 - 10 June - 2.30pm - Synchronized Clip.txt
08:31.5,08:51.9,Outsource job India,understand,A_User,A:Performance feedback + Info about document,"OK uhm [long pause] that's pretty good uhm do you know uhm do you know where the uhm website was written, is it written by an American person or",27,6 - 10 June - 2.30pm - Synchronized Clip.txt
09:01.2,09:12.4,Outsource job India,understand,B_Receiver,B:Source information,The the website itself is the one who's uhm providing the service which is called outsource to India dot com,28,6 - 10 June - 2.30pm - Synchronized Clip.txt
09:32.6,09:42.2,Outsource job India,understand,A_User,A:Intent clarification,Because the thing I wanna know is what kind of jobs that used to be done in the US are now being sent over to India,29,6 - 10 June - 2.30pm - Synchronized Clip.txt
09:44.2,09:56.6,Outsource job India,understand,B_Receiver,B:Query refinement offer,So you would like to know what type of jobs... has transferred to being outsourced,30,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:02.8,10:05.3,Outsource job India,understand,A_User,A:Intent clarification,Yes from uhm from the US to India,31,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:16.2,10:22.2,What language do they speak in New Caledonia?,remember,A_User,A:Initial information request,Can you search for language plus New Caledonia,1,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:22.8,10:23.5,What language do they speak in New Caledonia?,remember,B_Receiver,B:Asks to repeat,New,2,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:23.9,10:26.3,What language do they speak in New Caledonia?,remember,A_User,A:Query embellishment,New Caledonia the country,3,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:35.2,10:40.8,What language do they speak in New Caledonia?,remember,B_Receiver,B:Query rephrase + SERP Card,So I you want to know the official language of Caledonia... It's French,4,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:44.1,10:48.5,What language do they speak in New Caledonia?,remember,A_User,A:Information request,Is that are there any other spoken languages that are not official?,5,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:53.5,10:56.0,What language do they speak in New Caledonia?,remember,B_Receiver,B:SERP without modification,So we have a link to Wikipedia,6,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:57.6,10:58.1,What language do they speak in New Caledonia?,remember,A_User,A:Confirms,OK,7,6 - 10 June - 2.30pm - Synchronized Clip.txt
10:59.9,11:19.9,What language do they speak in New Caledonia?,remember,B_Receiver,B:Scanning document without modification + Enquiry for further information,I'll follow that [long pause] so it says they have native languages they have French language and they have languages from immigrant populations so would you like to know more,8,6 - 10 June - 2.30pm - Synchronized Clip.txt
11:24.7,11:29.2,What language do they speak in New Caledonia?,remember,A_User,A:Asks to repeat,So native languages... French and,9,6 - 10 June - 2.30pm - Synchronized Clip.txt
11:30.7,11:33.0,What language do they speak in New Caledonia?,remember,B_Receiver,B:Repeats,Some other languages from immigrants,10,6 - 10 June - 2.30pm - Synchronized Clip.txt
11:36.7,11:42.9,What language do they speak in New Caledonia?,remember,A_User,A:Information request within document,Does it have uhm how how much of the population speaks French?,11,6 - 10 June - 2.30pm - Synchronized Clip.txt
12:10.2,12:12.0,What language do they speak in New Caledonia?,remember,B_Receiver,B:Within-Document search result,So it says whites or Europeans from New Caledonia speak French,12,6 - 10 June - 2.30pm - Synchronized Clip.txt
12:20.5,12:32.5,Airport Security,analyze,A_User,A:Initial information request,Can you search for airport security... plus uhm... success,1,6 - 10 June - 2.30pm - Synchronized Clip.txt
12:36.6,12:37.7,Airport Security,analyze,B_Receiver,B:Query refinement offer,In a certain place?,2,6 - 10 June - 2.30pm - Synchronized Clip.txt
12:39.2,12:40.6,Airport Security,analyze,A_User,A:Intent clarification,Uhm no in general,3,6 - 10 June - 2.30pm - Synchronized Clip.txt
12:51.1,13:20.9,Airport Security,analyze,B_Receiver,B:SERP without modification + Query refinement offer,"So we have links like new airport security screening method more successful, other stuff like airport security astoundingly expensive and ninety-five percent ineffective... uhm what Israeli airport security can teach the world, so you're looking for percent of success or places of success or?",4,6 - 10 June - 2.30pm - Synchronized Clip.txt
13:22.8,13:40.1,Airport Security,analyze,A_User,A:Intent clarification,Uhm I wanna know how effective uhm... I wanna know how effective uhm airport security measures are especially the newer airport security measures,5,6 - 10 June - 2.30pm - Synchronized Clip.txt
13:40.2,13:50.8,Airport Security,analyze,B_Receiver,B:SERP without modification + Checks navigational command,We have a link to it says airport security security astoundingly expensive and ninety-five percent ineffective would you like to check that?,6,6 - 10 June - 2.30pm - Synchronized Clip.txt
13:51.1,13:52.5,Airport Security,analyze,A_User,A:Confirms,Uhm OK,7,6 - 10 June - 2.30pm - Synchronized Clip.txt
14:21.6,14:58.8,Airport Security,analyze,B_Receiver,B:Scanning document without modification,"So it it just lists some of the bad measures of airport security things like screening they are not worth the cost even in the best circumstances, has given uhm, some examples about some, security uhm issues like the Al-Qaeda... uhm... bombing like the nine eleven stuff like that",8,6 - 10 June - 2.30pm - Synchronized Clip.txt
15:06.5,15:08.3,Airport Security,analyze,A_User,A:Is there more information,Is that it?,9,6 - 10 June - 2.30pm - Synchronized Clip.txt
15:09.1,15:30.8,Airport Security,analyze,B_Receiver,B:Scanning document with modification + Query refinement offer,"I, it's just despite that, it's not worth it, it is expensive but it doesn't work, still issues can occur like bombing or... would you like to enhance this search by effectiveness of methods maybe?",10,6 - 10 June - 2.30pm - Synchronized Clip.txt
15:32.6,15:35.3,Airport Security,analyze,A_User,A:Confirms,Uhm... OK let's try that,11,6 - 10 June - 2.30pm - Synchronized Clip.txt
15:48.5,16:15.4,Airport Security,analyze,B_Receiver,B:SERP without modification + Query refinement offer,"So we have results like does airport security really make you us safe uhm, airport security what's wrong with it, so would you like to know like, the effectiveness then in terms of... which methods are effective or, why is it not safe or?",12,6 - 10 June - 2.30pm - Synchronized Clip.txt
